Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,OperatingSystems,Browser,Region,TrafficType,Weekend,Revenue,Month.Aug,Month.Dec,Month.Feb,Month.Jul,Month.June,Month.Mar,Month.May,Month.Nov,Month.Oct,Month.Sep,VisitorType.New_Visitor,VisitorType.Returning_Visitor
0,0,0,0,2,15,0,0.1,0,0,3,3,9,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0,16,1061,0,0.025,0,0.6,3,4,1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,25,710.5,0.032,0.084,0,0.8,3,3,6,11,1,0,0,0,0,0,0,0,1,0,0,0,0,1
8,111.93,0,0,13,860.77,0.020952381,0.056017316,0,0,2,2,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,0,0,141,2886.523521,0.004316547,0.018798094,0,0.8,3,3,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,10,122.1666667,0,0.02,0,0,2,2,1,6,2,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,3,65,15,1957.616667,0,0.00625,0,0,2,2,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1
10,81.36666667,0,0,7,35.16666667,0,0.006060606,0,0,3,1,8,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,1,0,31,751,0.003125,0.0421875,0,0,3,3,1,7,2,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0,16,332.1666667,0,0.007142857,0,0,3,3,3,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0
0,0,0,0,3,46,0,0.033333333,0,0,2,3,3,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1
6,155,0,0,84,2566.220887,0,0.007575758,16.56314545,0,3,3,7,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0,0,1,104,0,0.1,0,0,3,1,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0,29,874.952381,0.004597701,0.044367816,0,0,2,2,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1
4,362,1,61,17,819,0,0.005,0,0,3,3,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,14,654.875,0.028571429,0.042857143,0,0,3,3,1,11,1,0,0,0,0,0,0,0,0,1,0,0,0,1
10,208.5133333,0,0,17,369.1,0,0.004,0,0,4,3,1,7,1,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,1,0,0.2,0.2,0,0,4,3,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0,0,2,10,0,0.1,0,0,2,2,1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1
6,53,0,0,40,778.8333333,0,0.009469697,8.480846261,0,2,2,1,5,2,0,1,0,0,0,0,0,0,0,0,0,1,0
4,73,0,0,34,1001.166667,0,0.017959184,0,0,3,5,4,4,2,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,4,97.5,0.1,0.125,0,0,4,3,6,11,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,2,64,0,0.1,0,0,3,3,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,0,0,10,383,0,0.05,0,0,3,3,9,3,2,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,2,2,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
6,1489.041667,0,0,12,879.8,0,0.005555556,0,0,3,3,4,3,2,0,0,0,0,0,0,0,0,1,0,0,1,0
4,62.9,5,482.4,4,128.5,0,0.018181818,0,0,3,3,1,6,1,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,6,151,0,0.08,0,0,2,1,4,7,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,32.7,0,0,6,812.35,0.018181818,0.036709957,24.16451021,0,4,3,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,46.61111111,0,0,45,1873.589297,0,0.007242234,42.26791822,0,2,2,3,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0,2,0,0.2,0.2,0,0,3,3,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1
12,150.1333333,0,0,17,231,0.016,0.039333333,0,0,4,3,3,4,1,0,0,0,0,0,0,0,0,0,0,1,0,1
0,0,0,0,12,410.25,0,0.016666667,0,0,3,3,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,45,1387.267857,0.036507937,0.059221273,0,0,4,3,9,11,1,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,0,0,20,526.5,0.02,0.035,0,0,4,3,2,11,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,3,823.5,0,0.066666667,0,0,3,3,3,8,1,0,0,1,0,0,0,0,0,0,0,0,0,1
18,505.4,1,10,105,4434.281746,0.005042017,0.029692564,4.528329755,0,3,3,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1
3,159,2,55.5,23,1100.125,0,0.011111111,0,0.4,4,3,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,15,729,0,0.033333333,0,0,4,3,1,8,2,0,0,0,0,0,0,0,0,1,0,0,1,0
3,72,0,0,12,871.5,0.015384615,0.030769231,0,0,3,3,9,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,6,106,0.1,0.116666667,0,0,4,3,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1
3,135,0,0,25,2765.2,0.008,0.016888889,0,0,3,3,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,27.2,0,0,9,396,0,0.02,0,0,3,4,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2,35,0,0,2,6,0,0.05,0,0,3,3,9,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2,15,0,0,26,601.7681818,0,0.007407407,0,0.8,3,4,1,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,0,0,25,711.1666667,0,0.016,0,0,3,3,2,4,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0,1,0,0.2,0.2,0,0,2,1,1,10,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,9,381,0,0.025,0,0,3,3,6,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0
5,479.25,2,81,41,1355.483333,0,0.007142857,0,0,2,2,3,3,2,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0,2,78.1,0.18,0.171428571,0,0,3,5,3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1
0,0,4,82.5,22,1087.986111,0.007692308,0.020244755,0,0,4,3,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,4,98.25,0,0.025,0,0,3,4,3,9,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,1,0,0.2,0.2,0,0,2,2,3,8,1,0,0,0,0,0,0,0,0,1,0,0,0,1
9,141.75,2,310.5,9,123.5,0,0.017647059,0,0,2,2,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0,7,129.25,0,0.033333333,0,0,2,2,4,3,2,0,0,1,0,0,0,0,0,0,0,0,1,0
4,203.5,0,0,8,296.55,0,0.02,0,0,2,2,8,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1
4,100.6,2,5,93,2002.76,0.008163265,0.026598639,0,0,3,3,3,11,1,0,0,0,0,0,0,0,0,0,0,1,0,1
0,0,0,0,4,7,0.1,0.15,0,0,3,5,8,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1
9,171.6666667,3,109.75,41,1284.663492,0.016326531,0.032653061,21.22386735,0,3,3,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1
10,593.4666667,1,21.2,39,1110.966667,0.004255319,0.010992908,112.4406212,0,1,3,7,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1
0,0,0,0,12,234,0.015384615,0.053846154,0,0,3,3,4,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,3,0,0.2,0.2,0,0,2,2,9,5,2,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,9,216,0.066666667,0.077777778,0,0,2,2,1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,2,56,9,379,0,0.03,0,0,3,3,2,5,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,0,0,2,124.5,0,0.1,0,0,2,2,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0,7,232.6666667,0,0.014285714,0,0,3,3,6,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0,0,7,16,0,0.033333333,0,0,2,2,1,3,2,0,0,1,0,0,0,0,0,0,0,0,0,1
4,91,0,0,4,61,0,0.033333333,0,0,3,3,1,11,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,1,0,0.2,0.2,0,0,4,3,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1
7,191,0,0,237,8956.097502,0.003094233,0.012109705,0,0,3,3,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,7,155.5,0.047619048,0.085714286,0,0,2,2,2,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,14,803,0.046153846,0.05,0,0,3,5,3,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,5,111.25,0,0.033333333,0,0,3,3,1,12,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2,13.5,0,0,23,1580.166667,0.024,0.054666667,0,0.8,3,3,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1
9,268.5,0,0,8,407.5,0,0.0275,0,0,4,3,3,8,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0,1,0,0.2,0.2,0,0,3,4,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1
3,41.3,0,0,4,55.9,0,0.014285714,0,0,4,3,8,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,0,0,2,15,0,0.1,0,0,3,3,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,6,218,0,0.066666667,0,0,3,3,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1
12,240.2,0,0,90,1221.853846,0.002061856,0.014387171,1.722164948,0,3,4,1,5,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,10,211.8333333,0,0.04,0,0,3,3,3,11,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0,4,58.5,0,0.066666667,0,0,4,3,8,11,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0,15,1074.428571,0.015384615,0.021538462,0,0,4,3,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1,30,0,0,21,204.1666667,0.028571429,0.048412698,0,0,4,3,8,5,2,0,0,0,0,0,0,0,1,0,0,0,0,1
1,3,0,0,34,1767.4,0.011515152,0.039004329,0,0,4,3,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,2,32.2,41,1321.322222,0,0.021428571,3.979543638,0,1,2,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0,0,0,7,58,0.028571429,0.057142857,0,0,3,3,1,5,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,5,325.1666667,0,0.056,0,0,2,2,3,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2,135,0,0,25,1684.375,0.014814815,0.052674897,0,0,2,2,8,4,2,0,0,0,0,1,0,0,0,0,0,0,0,1
17,218.741707,4,808.5,74,3591.744196,0.019767442,0.015609868,0,0,4,3,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1
3,54.5,0,0,67,2891.744571,0.013235294,0.023901833,0,0,4,3,1,11,2,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,5,277,0,0.04,0,0,3,3,6,11,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2,63,0,0,4,43.75,0.016666667,0.016666667,0,0,2,3,3,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,0,0,27,925.2933333,0.014814815,0.030687831,0,0,2,2,1,5,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2,61.5,2,10,13,210,0.0125,0.03125,0,0,4,3,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1
3,17,0,0,62,1493.353846,0.00952381,0.04031746,0,0,3,3,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0,2,0,0.2,0.2,0,0,3,3,2,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,68,3177.791667,0.005970149,0.011488014,0,0,3,4,4,5,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2,64.5,0,0,52,2120.630952,0,0.011965812,0,0,3,3,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1
7,261.5,0,0,117,3484.269118,0.0025,0.014375,0,0,3,3,6,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1
3,150,0,0,42,1722.5,0,0.01037037,0,0,3,3,4,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1
6,161.52,0,0,14,295.6974359,0,0.026315789,0,0,4,3,8,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1
5,29,0,0,8,233.5,0,0.027777778,0,0,3,3,4,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5,74.4,0,0,140,2810.797158,0.001909722,0.016226074,0,0,3,3,3,5,2,0,0,0,0,0,0,0,0,0,0,1,0,1
0,0,0,0,17,557.1666667,0.023529412,0.049509804,0,0,4,3,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1
3,148,0,0,8,292.5,0,0.027272727,0,0,3,3,1,4,2,0,0,0,0,0,0,1,0,0,0,0,0,1
15,419.1795254,0,0,110,10278.90421,0.0128,0.02480939,14.4030575,0,3,3,3,4,1,0,0,0,0,0,0,0,0,0,1,0,0,1
3,251,2,104,15,675.8333333,0,0.004166667,0,0,3,1,6,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,5,93,0,0.04,0,0,3,3,1,4,2,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0,0,0,8,436,0,0.022222222,0,0,3,4,6,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0,0,2,59,0,0.1,0,0,3,3,7,5,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,1,0,0.2,0.2,0,0,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1
0,0,0,0,26,2553.625,0.015384615,0.029487179,0,0,3,3,3,8,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,10,153,0.02,0.04,0,0,2,2,4,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1
16,164.925,5,66.875,64,1899.598899,0.010964912,0.029949875,83.78651166,0,4,3,1,4,2,0,0,0,0,0,0,0,0,1,0,0,0,1
4,11,0,0,44,2149.190195,0.02705314,0.048201119,0,0,2,2,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,8,541.5,0.05,0.083333333,0,0,3,3,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,76.75,0,0,33,1356.458333,0,0.020833333,0,0,3,3,1,9,2,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,57,4115.233333,0.003508772,0.018421053,0,0,3,3,3,11,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,24,648.0678571,0.016666667,0.035648148,0,0.4,3,3,3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,1,0,0.2,0.2,0,0,4,3,2,10,2,0,0,0,0,0,0,0,0,1,0,0,0,1
2,69.5,0,0,21,308.4583333,0.027272727,0.043939394,0,0,3,3,1,11,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0,18,628.8333333,0,0.005555556,0,0,2,2,2,3,2,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0,0,3,51.5,0,0.066666667,0,0,4,3,1,9,2,0,0,0,0,0,0,1,0,0,0,0,0,1
6,80.5,1,10.06666667,23,477.7,0,0.007142857,0,0,1,3,7,3,2,0,0,0,0,1,0,0,0,0,0,0,1,0
2,12.1,0,0,4,38.3,0.00952381,0.066666667,0,0,2,3,1,6,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2,134,0,0,15,284.1,0,0.011764706,0,0,3,4,8,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0
11,494.1666667,4,151,180,4773.335638,5.37634e-4,0.008600444,0,0,3,3,3,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,59,2574.725974,0.003508772,0.016621682,2.790473684,0,3,3,5,5,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,22,502,0,0.016666667,0,0.4,3,3,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,2,5,0,0.1,0,0,3,3,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1
10,323.55,0,0,46,1044.8,0.017021277,0.019756839000000002,0,0,4,3,7,5,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,11,1,10,74,3487.12471,0.002739726,0.009519461,0,0,4,3,4,4,2,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,20,869.8,0.011111111,0.033333333,0,0,4,3,4,3,2,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,6,83.5,0,0.066666667,0,0,2,2,3,9,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,16.25,0,0,34,456.525,0.006060606,0.03030303,0,0,2,2,4,2,2,0,0,0,0,0,0,0,0,1,0,0,0,1
3,9.5,0,0,25,528.9666667,0.007692308,0.037179487,3.296827304,0,3,3,2,4,1,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0,0,0,8,493.75,0,0.05,0,0,3,3,4,12,1,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,2,3,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0,6,85.75,0,0.05,0,0,3,4,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,9,1,29.5,23,1157.583333,0.007692308,0.053846154,0,0,3,3,7,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,1,0,0.2,0.2,0,0.8,3,3,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,30.86666667,3,7,15,398.2566667,0,0.025,0,0,2,2,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,1,0,0.2,0.2,0,0,1,3,9,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,0,0,3,60.4,0.066666667,0.133333333,0,0,4,3,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,4,4,123.3333333,79,2387.139881,0.028733963,0.046198341,0,0,4,3,1,11,2,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,56,3543.809524,0.004464286,0.021785714,0,0,3,1,5,2,2,0,0,0,0,0,0,0,0,1,0,0,0,1
2,12,0,0,8,91.25,0,0.02,0,0,3,3,6,9,1,0,0,1,0,0,0,0,0,0,0,0,0,1
6,135.65,0,0,40,1589.27381,0,0.020767196,0,0,1,2,3,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1
1,14,0,0,50,1317.795833,0.01,0.021469506,0,0,4,3,4,2,2,0,0,0,0,0,0,0,0,1,0,0,0,1
1,20,1,35.5,35,946.5952381,0,0.013333333,0,0,3,3,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1
4,92,0,0,19,1148.838095,0.012121212,0.025289256,32.06509091,0,4,3,3,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2,40.2,2,26.1,10,186.7,0,0.021428571,0,0,3,3,3,4,1,0,0,0,0,0,0,0,0,0,1,0,1,0
0,0,0,0,6,59,0,0.033333333,0,0,3,3,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1
6,81.75,0,0,152,4838.29406,0.003046557,0.022523524,0.789591795,0,3,3,2,3,2,0,0,0,0,0,0,0,0,1,0,0,0,1
10,118,0,0,85,2694.833333,0,0.001915584,0,0,3,4,3,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,0,0,7,97,0.057142857,0.1,0,0,3,3,4,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0,0,7,317,0.025,0.041666667,0,0.2,3,3,2,7,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,4,26,0.05,0.1,0,0.4,3,3,1,11,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,27,468.5416667,0.014814815,0.022222222,0,0,4,3,3,4,2,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0,31,445.625,0.019354839,0.030322581,0,0,3,3,2,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1
7,163.6666667,0,0,8,119.3333333,0.015384615,0.023076923,0,0,4,3,6,10,2,0,0,0,0,0,0,1,0,0,0,0,1,0
5,134.5,0,0,11,237.6666667,0,0.018181818,0,0,4,3,2,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0,15,183.8333333,0.066666667,0.073333333,0,0.8,4,3,1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1
7,186.6666667,7,790.0066667,57,1720.444748,9.80392e-4,0.007866316,3.801048407,0,4,3,6,3,2,0,0,0,0,0,0,0,0,0,0,1,0,1
0,0,0,0,1,0,0,0.1,0,0,3,3,3,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,1,0,0.2,0.2,0,0,2,2,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0,0,5,41,0.04,0.08,0,0,3,5,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,24.2,0,0,3,52.4,0,0.04,0,0,3,3,3,6,1,0,0,0,0,0,0,0,0,0,0,1,1,0
2,59.5,0,0,3,67.66666667,0,0.02,0,0,4,3,8,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0
10,579.1333333,0,0,22,539.8357143,0,0.004761905,25.5330039,0,3,3,3,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0
3,222.5,0,0,11,764.5,0.015384615,0.043589744,0,0,3,3,6,10,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,24,583,0,0.025,0,0,3,3,1,5,1,0,0,0,0,1,0,0,0,0,0,0,0,1
4,104.5,1,54,25,796.3,0,0.024074074,0,0.8,3,1,1,5,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2,9.166666667,2,24,80,5426.022078,0.01287478,0.033915963,0,0,3,3,6,11,1,0,0,0,0,0,0,0,1,0,0,0,0,1
3,9,0,0,17,372.25,0,0.016666667,0,0,1,2,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,6,1098.5,0.066666667,0.1,0,0,3,3,7,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0,1,0,0.2,0.2,0,0,4,3,7,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1
6,82.14,0,0,12,191.1,0,0.0125,0,0,3,4,9,5,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,1,26,15,817.4166667,0.026666667,0.038222222,0,0,3,3,6,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0,0,7,242.75,0.014285714,0.047619048,0,0,4,3,3,10,2,0,0,0,0,0,0,0,0,1,0,0,0,1
1,5,0,0,9,2397.5,0,0.02,0,0,1,2,3,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2,37,1,18,25,430.5,0,0.007142857,0,0,3,3,2,3,2,0,0,0,0,0,0,0,1,0,0,0,0,1
1,19,0,0,10,349.8333333,0,0.00625,0,0,4,3,8,8,1,0,0,1,0,0,0,0,0,0,0,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,3,3,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1
5,401.15,0,0,38,1570.681813,0.005980066,0.015724311,24.51269374,0,3,4,7,5,1,0,0,0,0,0,0,0,0,0,0,1,0,1
7,356,1,37,61,683.1738095,0,0.006349206,0,0,3,3,1,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,2,11,1,0,0.066666667,0.133333333,0,0,2,2,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1
3,142.1333333,2,141.2,8,361.2333333,0.008333333,0.038888889,0,0,2,2,1,3,2,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0,0,0,2,44,0,0.1,0,0,3,3,3,7,1,0,0,0,0,0,0,0,1,0,0,0,0,1
6,143.5,2,303,67,2199.976786,0.008333333,0.027665354,0,0,2,2,1,3,2,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,17,469.4166667,0,0.011764706,0,0,2,2,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1,100,0,0,9,246.1666667,0,0.025,0,0,4,3,8,3,2,0,0,1,0,0,0,0,0,0,0,0,0,1
2,64.4,0,0,15,443.5666667,0,0.00625,166.3735531,0,2,2,1,6,2,0,0,0,0,0,1,0,0,0,0,0,1,0
9,179.275,0,0,101,5276.594444,0,0.005545073,17.53927855,0,3,3,6,3,2,0,0,1,0,0,0,0,0,0,0,0,0,1
8,822.6666667,3,225.3333333,45,1896.966667,0.011764706,0.02745098,7.521155028,0,2,2,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0,5,82,0.04,0.12,0,0.6,3,3,1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,3,423.5,0.095454545,0.121153846,0,0,4,3,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,5,0,0,2,15.2,0,0.04,0,0,2,2,6,4,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,80.625,1,54,11,314.25,0.037333333,0.042857143,0,0,4,3,2,11,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,17,248.9,0,0.02745098,0,0.8,2,2,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,2,0,0.2,0.2,0,0,2,1,3,2,2,0,0,0,0,0,0,0,0,1,0,0,0,1
5,56.73333333,1,14.6,37,1123.993333,6.96864e-4,0.022648084,0,0,3,3,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0,0,0,1,0,0.2,0.2,0,0,3,3,7,5,1,0,0,0,0,0,0,0,1,0,0,0,0,1
5,194.3333333,2,38,71,2632.189286,6.94444e-4,0.008611111,0,0,1,3,1,3,2,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,1,100,13,364.35,0,0.015384615,0,0,4,3,2,4,2,0,0,0,0,0,0,0,1,0,0,0,0,1
2,29.75,0,0,44,1410.428571,0.008695652,0.026086957,0,0,3,3,1,8,2,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,18,1093.083333,0.011111111,0.011481481,0,0,4,3,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,31,0,0,6,25.5,0.066666667,0.083333333,0,0,4,3,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1,8,5,358.75,36,991.5,0.014285714,0.031904762,0,0,2,2,8,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0,12,231.75,0,0.016666667,0,0,2,2,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1
7,644.5,2,166.5,31,1629.641667,0,0.026063126,0,0,3,3,4,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1
